text,label
"Tổng quan về Kinh tế Đài Loan
Kinh tế Đài Loan là một trong những nền kinh tế phát triển và năng động nhất ở châu Á. Đài Loan nổi tiếng với ngành công nghiệp công nghệ cao, sản xuất điện tử, và sản xuất chế tạo. Đây cũng là một trong những nền kinh tế lớn trên thế giới, với một môi trường kinh doanh ổn định và lực lượng lao động có trình độ cao.
Các ngành công nghiệp chủ đạo
Công nghệ và điện tử: Đài Loan là một trung tâm toàn cầu về sản xuất điện tử và công nghệ cao. Các công ty như Taiwan Semiconductor Manufacturing Company (TSMC), Foxconn, và Acer đóng góp rất lớn vào nền kinh tế quốc gia.
Sản xuất chế tạo: Đài Loan có một ngành công nghiệp chế tạo mạnh, bao gồm sản xuất máy móc, thiết bị điện tử, linh kiện máy tính, và xe máy.
Công nghiệp hóa chất: Ngành công nghiệp hóa chất của Đài Loan cũng rất phát triển, sản xuất nhiều loại hóa chất và vật liệu công nghiệp.
Dịch vụ tài chính: Ngành dịch vụ tài chính tại Đài Loan đang phát triển nhanh chóng, với nhiều ngân hàng và công ty tài chính quốc tế hoạt động.
Nông nghiệp và ngư nghiệp: Dù chiếm tỷ lệ nhỏ trong GDP, nông nghiệp và ngư nghiệp vẫn đóng vai trò quan trọng trong việc cung cấp thực phẩm cho người dân và xuất khẩu.
Tăng trưởng kinh tế và chỉ số GDP
Đài Loan đã trải qua giai đoạn tăng trưởng kinh tế mạnh mẽ kể từ thập kỷ 1960, chuyển từ một nền kinh tế nông nghiệp sang một nền kinh tế công nghiệp và dịch vụ. Tăng trưởng GDP của Đài Loan thường dao động từ 2-5% mỗi năm, với sự phát triển ổn định và bền vững.
Thị trường lao động
Thị trường lao động Đài Loan rất linh hoạt và có tỷ lệ thất nghiệp thấp, thường dưới 4%. Tuy nhiên, cũng có những thách thức liên quan đến tiền lương và điều kiện làm việc, đặc biệt là trong các ngành công nghiệp sản xuất.
Chính sách kinh tế
Chính sách tài khóa: Chính phủ Đài Loan sử dụng các biện pháp tài khóa như tăng chi tiêu công và đầu tư vào cơ sở hạ tầng để thúc đẩy tăng trưởng kinh tế.
Chính sách tiền tệ: Ngân hàng Trung ương Đài Loan điều chỉnh lãi suất và kiểm soát lạm phát để duy trì ổn định kinh tế và thúc đẩy tiêu dùng.
Các thách thức và cơ hội
Thách thức:
Quan hệ quốc tế phức tạp: Vị trí địa chính trị của Đài Loan và mối quan hệ với Trung Quốc đại lục tạo ra những thách thức lớn về kinh tế và an ninh.
Dân số già: Đài Loan cũng đối mặt với vấn đề dân số già và tỷ lệ sinh thấp, ảnh hưởng đến lực lượng lao động và chi phí an sinh xã hội.
Cạnh tranh toàn cầu: Sự cạnh tranh mạnh mẽ từ các quốc gia khác, đặc biệt là trong lĩnh vực công nghệ và sản xuất.
Cơ hội:
Công nghệ và đổi mới: Đài Loan có tiềm năng lớn trong việc phát triển các công nghệ mới, đặc biệt là trong lĩnh vực chất bán dẫn, AI, và công nghệ sinh học.
Thị trường xuất khẩu: Đài Loan có thể mở rộng thị trường xuất khẩu, đặc biệt là trong khu vực châu Á và các quốc gia phát triển.
Ngành dịch vụ và tài chính: Đài Loan có thể tiếp tục phát triển các ngành dịch vụ và tài chính, tận dụng sự ổn định và môi trường kinh doanh thuận lợi.
Kết luận
Kinh tế Đài Loan là một trong những nền kinh tế phát triển nhanh và ổn định nhất châu Á, với nhiều thành tựu nổi bật trong công nghiệp và công nghệ. Mặc dù đối mặt với nhiều thách thức như quan hệ quốc tế phức tạp và dân số già, Đài Loan có tiềm năng lớn để tiếp tục phát triển và duy trì sự thịnh vượng lâu dài. Sự đổi mới và cải cách kinh tế sẽ là chìa khóa để Đài Loan duy trì vị thế và phát triển bền vững trong tương lai.",Kinh tế
"Tổng quan về Kinh tế Trung Quốc
Kinh tế Trung Quốc là nền kinh tế lớn thứ hai thế giới theo GDP danh nghĩa và lớn nhất thế giới theo sức mua tương đương (PPP). Trung Quốc đã trải qua giai đoạn tăng trưởng kinh tế nhanh chóng từ những năm 1980 nhờ vào chính sách cải cách và mở cửa kinh tế. Nền kinh tế Trung Quốc nổi tiếng với sự phát triển mạnh mẽ trong các lĩnh vực công nghiệp, sản xuất, và công nghệ.
Các ngành công nghiệp chủ đạo
Công nghiệp chế tạo và sản xuất: Trung Quốc là công xưởng của thế giới, nổi tiếng với sản xuất hàng loạt các sản phẩm từ đồ điện tử, quần áo, đồ chơi đến máy móc công nghiệp.
Công nghệ và điện tử: Ngành công nghệ cao của Trung Quốc đã phát triển mạnh mẽ với các tập đoàn như Huawei, Xiaomi, và Alibaba dẫn đầu thị trường quốc tế.
Năng lượng: Trung Quốc là quốc gia tiêu thụ và sản xuất năng lượng lớn nhất thế giới, đặc biệt là than đá và dầu mỏ. Gần đây, Trung Quốc cũng đầu tư mạnh vào năng lượng tái tạo như năng lượng mặt trời và gió.
Ngành xây dựng và bất động sản: Đây là một trong những ngành kinh tế quan trọng của Trung Quốc, với nhiều dự án hạ tầng lớn và sự phát triển mạnh mẽ của thị trường bất động sản.
Dịch vụ tài chính: Ngành dịch vụ tài chính tại Trung Quốc đang phát triển nhanh chóng với sự hiện diện của nhiều ngân hàng và công ty tài chính lớn.
Nông nghiệp: Dù chiếm tỷ lệ nhỏ trong GDP, nông nghiệp vẫn đóng vai trò quan trọng trong việc cung cấp lương thực cho dân số đông đúc của Trung Quốc.
Tăng trưởng kinh tế và chỉ số GDP
Trung Quốc đã trải qua giai đoạn tăng trưởng kinh tế nhanh chóng kể từ thập kỷ 1980, với tỷ lệ tăng trưởng GDP thường xuyên đạt trên 10%. Tuy nhiên, trong những năm gần đây, tăng trưởng đã chậm lại, thường dao động từ 5-6%, do sự chuyển dịch từ nền kinh tế dựa vào xuất khẩu và đầu tư sang nền kinh tế dựa vào tiêu dùng nội địa và dịch vụ.
Thị trường lao động
Thị trường lao động Trung Quốc rất đa dạng và linh hoạt, với tỷ lệ thất nghiệp chính thức thường dưới 5%. Tuy nhiên, có sự chênh lệch lớn về điều kiện làm việc và mức lương giữa các vùng miền, đặc biệt là giữa các thành phố lớn và khu vực nông thôn.
Chính sách kinh tế
Chính sách tài khóa: Chính phủ Trung Quốc sử dụng các biện pháp tài khóa như tăng chi tiêu công, đầu tư vào hạ tầng, và cải cách thuế để thúc đẩy tăng trưởng kinh tế và duy trì ổn định xã hội.
Chính sách tiền tệ: Ngân hàng Trung ương Trung Quốc thực hiện các biện pháp kiểm soát lãi suất, điều chỉnh tỷ giá hối đoái và kiểm soát lạm phát để duy trì ổn định kinh tế và thúc đẩy tiêu dùng.
Các thách thức và cơ hội
Thách thức:
Nợ công và nợ doanh nghiệp: Nợ công và nợ doanh nghiệp cao là một trong những vấn đề lớn của nền kinh tế Trung Quốc, gây ra rủi ro tài chính.
Bất bình đẳng thu nhập: Sự chênh lệch giàu nghèo và bất bình đẳng thu nhập giữa các vùng miền là một vấn đề đáng lo ngại.
Môi trường: Vấn đề ô nhiễm môi trường và cạn kiệt tài nguyên là những thách thức lớn đối với sự phát triển bền vững của Trung Quốc.
Quan hệ quốc tế: Căng thẳng thương mại với các quốc gia khác, đặc biệt là Mỹ, gây ra sự bất ổn cho nền kinh tế Trung Quốc.
Cơ hội:
Đổi mới và công nghệ: Trung Quốc có tiềm năng lớn trong việc phát triển các công nghệ mới, đặc biệt là trong lĩnh vực AI, công nghệ sinh học và năng lượng tái tạo.
Thị trường tiêu dùng: Với dân số hơn 1,4 tỷ người, thị trường tiêu dùng nội địa của Trung Quốc có tiềm năng lớn cho các doanh nghiệp.
Sáng kiến Vành đai và Con đường (BRI): Đây là một sáng kiến quan trọng của Trung Quốc để mở rộng hợp tác kinh tế và thương mại với các quốc gia khác.
Kết luận
Kinh tế Trung Quốc là một trong những nền kinh tế lớn và phức tạp nhất thế giới, với nhiều thành tựu nổi bật trong công nghiệp và công nghệ. Mặc dù đối mặt với nhiều thách thức như nợ công cao, bất bình đẳng thu nhập và quan hệ quốc tế phức tạp, Trung Quốc có tiềm năng lớn để tiếp tục phát triển và duy trì sự thịnh vượng lâu dài. Sự đổi mới và cải cách kinh tế sẽ là chìa khóa để Trung Quốc duy trì vị thế và phát triển bền vững trong tương lai.",Kinh tế
"Kinh tế Việt Nam là một trong những nền kinh tế nổi bật tại khu vực Đông Nam Á, đang trải qua giai đoạn phát triển nhanh chóng và đa dạng hóa. Dưới đây là một số thông tin tổng quan về kinh tế Việt Nam:
Tổng quan về Kinh tế Việt Nam
1. Tổng quan về GDP và tăng trưởng kinh tế:
Việt Nam có GDP khoảng 340 tỷ USD vào năm 2022, là một trong những nền kinh tế lớn nhất khu vực Đông Nam Á.
Tốc độ tăng trưởng GDP trung bình hàng năm từ 2011 đến 2021 dao động từ 6-7%, thể hiện sự ổn định và phát triển bền vững.
2. Các ngành công nghiệp chủ đạo:
Nông nghiệp: Nông nghiệp chiếm một phần lớn trong nền kinh tế Việt Nam, đóng góp vào sản lượng thực phẩm và xuất khẩu.
Công nghiệp chế biến: Việt Nam là một trong những quốc gia xuất khẩu lớn các sản phẩm chế biến, như dệt may, giày dép, điện tử, và điện thoại di động.
Dịch vụ: Dịch vụ tài chính, du lịch và logistics đang phát triển nhanh chóng, đóng góp lớn vào GDP.
3. Thị trường lao động:
Việt Nam có lực lượng lao động trẻ và đa dạng, với tỷ lệ thất nghiệp thấp.
Mặc dù vẫn còn thách thức về chất lượng lao động và mức lương.
4. Chính sách kinh tế:
Chính sách tài khóa: Chính phủ Việt Nam thúc đẩy đầu tư công và cải cách thuế để hỗ trợ nền kinh tế.
Chính sách tiền tệ: Ngân hàng Nhà nước Việt Nam duy trì chính sách tiền tệ ổn định và kiểm soát lạm phát.
5. Thách thức và cơ hội:
Thách thức: Bất ổn trong thương mại quốc tế, cần cải thiện hạ tầng, và đối mặt với các vấn đề môi trường.
Cơ hội: Phát triển công nghệ, đổi mới sáng tạo, và mở rộng thị trường xuất khẩu.
6. Kết luận:
Kinh tế Việt Nam đang trong giai đoạn phát triển mạnh mẽ, với nhiều tiềm năng và cơ hội. Để duy trì và phát triển bền vững, Việt Nam cần tập trung vào cải cách kinh tế, nâng cao chất lượng lao động và cải thiện môi trường đầu tư.
Đây là một tổng quan ngắn gọn về kinh tế Việt Nam, nhấn mạnh vào các điểm nổi bật và thách thức hiện tại của nền kinh tế này.",Kinh tế
"Kinh tế Indonesia là một trong những nền kinh tế lớn nhất khu vực Đông Nam Á và là một trong những quốc gia có tốc độ tăng trưởng kinh tế ấn tượng. Dưới đây là một tổng quan về kinh tế của Indonesia:
Tổng quan về Kinh tế Indonesia
1. Tổng quan về GDP và tăng trưởng kinh tế:
GDP của Indonesia vào năm 2022 ước khoảng 1,2 nghìn tỷ USD, là nền kinh tế lớn thứ 16 trên thế giới.
Tốc độ tăng trưởng GDP trung bình từ 2011 đến 2021 dao động từ 5-6%, cho thấy sự ổn định và phát triển đáng kể.
2. Các ngành công nghiệp chủ đạo:
Nông nghiệp: Là ngành cơ bản của Indonesia, đóng góp lớn vào sản lượng thực phẩm và xuất khẩu nông sản như cà phê, ca cao, cao su.
Công nghiệp chế biến: Indonesia có một lĩnh vực chế biến mạnh mẽ, đặc biệt là trong lĩnh vực dầu khí, đóng góp lớn vào xuất khẩu.
Dịch vụ: Dịch vụ tài chính, du lịch và logistic cũng đang phát triển mạnh mẽ, đóng góp vào GDP quốc gia.
3. Thị trường lao động:
Indonesia có lực lượng lao động lớn và đa dạng, với một số thách thức về chất lượng lao động và mức lương.
4. Chính sách kinh tế:
Chính sách tài khóa: Chính phủ Indonesia tăng cường đầu tư công và cải thiện hạ tầng.
Chính sách tiền tệ: Ngân hàng Indonesia duy trì chính sách tiền tệ ổn định và kiểm soát lạm phát.
5. Thách thức và cơ hội:
Thách thức: Cơ sở hạ tầng chưa phát triển đồng đều, thách thức về biến đổi khí hậu và môi trường.
Cơ hội: Phát triển công nghệ, đổi mới sáng tạo và mở rộng thị trường xuất khẩu.
6. Kết luận:
Kinh tế Indonesia đang phát triển mạnh mẽ và có nhiều tiềm năng. Để duy trì và phát triển bền vững, Indonesia cần tập trung vào cải cách kinh tế, nâng cao chất lượng lao động và quản lý tài nguyên môi trường hiệu quả.
Đây là một tổng quan ngắn gọn về kinh tế của Indonesia, nhấn mạnh vào các điểm nổi bật và thách thức hiện tại của nền kinh tế này.",Kinh tế
"Tài sản của CEO Nvidia tăng mạnh nhất thế giới
Sau phiên hôm qua, CEO Nvidia Jensen Huang có thêm gần 4 tỷ USD - nhiều hơn tất cả tỷ phú khác trên thế giới.
Chốt phiên giao dịch 18/6, cổ phiếu Nvidia tăng 3,5% lên mức kỷ lục mới, giúp hãng chip Mỹ vượt qua Microsoft để trở thành công ty giá trị nhất thế giới.
CEO Nvidia Jensen Huang cũng ghi nhận tài sản tăng gần 4 tỷ USD trong một ngày. Đây là mức tăng mạnh nhất thế giới hôm 18/6.
Theo Forbes, Huang hiện sở hữu 118,7 tỷ USD và là người giàu thứ 11 thế giới. Danh sách Bloomberg Billionaires Index cũng ghi nhận ông có khối tài sản tương tự, nhưng xếp thứ 12, sau Michael Dell - nhà sáng lập hãng máy tính Dell.
Từ đầu năm, Huang đã có thêm 75 tỷ USD. Ông hiện là người có tài sản tăng mạnh nhất thế giới năm nay.
Huang sở hữu 3% cổ phần hãng chip Mỹ. Tháng trước, Nvidia cho biết trong một thông báo nộp lên Ủy ban Chứng khoán Mỹ (SEC) rằng Huang sẽ bán 600.000 cổ phiếu từ nay đến tháng 3/2025. Với giá hiện tại, số này tương đương hơn 81 triệu USD.
Huang gia nhập câu lạc bộ tài sản trăm tỷ USD từ phiên ngày 4/6. Năm năm trước, ông chỉ sở hữu cổ phần trị giá chỉ 3 tỷ USD trong Nvidia. Hiện, con số này đã tăng hàng chục lần. Ông còn mua thêm cổ phiếu của hãng khi giá chạm đáy trước khi làn sóng AI xuất hiện.
Jensen Huang năm nay 61 tuổi. Ông thành lập Nvidia năm 1993 để làm chip đồ họa cho game 3D. Suốt nhiều thập kỷ, đây vẫn là mảng kinh doanh lớn nhất của hãng. Gần đây, Nvidia mở rộng sang nhiều lĩnh vực khác, như metaverse (vũ trụ ảo) và chip để đào tiền ảo.
Bước ngoặt của Nvidia đến vào cuối năm 2022, khi OpenAI ra mắt ChatGPT, tạo ra cơn sốt trí tuệ nhân tạo trên toàn cầu. OpenAI phát triển công nghệ AI tạo sinh dựa trên các chip đồ họa của Nvidia. Công ty này hiện chiếm 80% thị phần chip AI toàn cầu.",Kinh doanh
"Nvidia vượt Apple, Microsoft, thành công ty giá trị nhất thế giới
Nhờ cơn sốt AI, Nvidia vượt qua Microsoft, Apple để trở thành công ty giá trị nhất thế giới, với vốn hóa 3.340 tỷ USD.
Tại phiên giao dịch hôm 18/6 trên thị trường chứng khoán Mỹ, cổ phiếu của Nvidia tăng khoảng 3,5%, lên hơn 135,5 USD. Nhờ đó, vốn hóa của hãng công nghệ này vươn lên mức lớn nhất thế giới với khoảng 3.340 tỷ USD.
Đà tăng này được thúc đẩy nhờ nhu cầu lớn về chip AI của Nvidia. Cổ phiếu của hãng đã tăng hơn 170% trong năm nay và khoảng 1.100% so với mức thấp nhất hồi tháng 10/2022.
Vốn hóa của hãng công nghệ này cũng chỉ mất 96 ngày để tăng từ 2.000 tỷ USD lên 3.000 tỷ USD. Theo Bespoke Investment Group, Microsoft cần đến 945 ngày để đạt được mức gia tăng vốn tương tự, trong khi Apple là 1.044 ngày. Hiện, vốn hóa Microsoft khoảng là 3.320 tỷ USD, còn Apple 3.290 tỷ USD.
Như vậy, sau gần một tuần là công ty giá trị thế giới, Apple đã phải nhường vị trí này cho Nvidia.
Nvidia là một trong những cái tên hưởng lợi lớn nhất từ làn sóng AI. Một năm qua, doanh thu của hãng tăng vọt khi loạt đại gia công nghệ như Google, Microsoft, Meta, Amazon và OpenAI mua hàng tỷ USD chip đồ họa.
Quý trước, mảng kinh doanh lớn và quan trọng nhất của hãng là trung tâm dữ liệu (chip AI và nhiều linh kiện khác để điều hành máy chủ trí tuệ nhân tạo) thu tăng gấp 5 so với cùng kỳ năm ngoái, lên 22,6 tỷ USD.
Tính chung quý I, Nvidia ghi nhận doanh thu kỷ lục trên 26 tỷ USD và lợi nhuận ròng 14,8 tỷ USD. Kết quả này cho thấy nhu cầu chip AI của Nvidia vẫn rất mạnh. CEO Jensen Huang cho biết công ty sẽ có thêm nguồn thu từ Blackwell - chip AI thế hệ kế tiếp ra mắt cuối năm nay.
Bước ngoặt của Nvidia đến vào cuối năm 2022, khi OpenAI ra mắt ChatGPT, tạo ra cơn sốt trí tuệ nhân tạo trên toàn cầu. OpenAI phát triển công nghệ AI tạo sinh dựa trên các chip đồ họa của Nvidia. Công ty này hiện chiếm 80% thị phần chip AI toàn cầu.
LSEG dự báo doanh thu năm nay của hãng công nghệ này có thể tăng gấp đôi lên 120 tỷ USD. Sau đó, nó có thể thêm 33% trong năm 2026, lên mức 160 tỷ USD. Đây sẽ là động lực thúc đẩy đà tăng giá cổ phiếu Nvidia.
Theo Howard Silverblatt, nhà phân tích chỉ số cấp cao tại S&P Dow Jones Indices, 11 công ty Mỹ kể từ năm 1925 dẫn đầu thị trường về vốn hóa. Vị trí này cũng liên tục thay đổi. Microsoft lên ngôi số 1 vào cuối những năm 90 của thế kỷ trước. Sau đó tập đoàn này bước vào giai đoạn khó khăn ngay đầu những năm 2000 sau bong bóng dotcom. Mã này bắt đầu trở lại mạnh mẽ vào nửa sau của thập kỷ trước.
Exxon Mobil cũng trở thành công ty giá trị nhất thế giới trong những năm 2000. Tuy nhiên, giá cổ phiếu tập đoàn dầu khí này lao dốc sau khi giá dầu sụt giảm. Hay như cổ phiếu Cisco đạt đỉnh 80 USD vào tháng 3/2000 trong thời kỳ bùng nổ dotcom. Khi đó, giới đầu tư thường đưa ra mức định giá cao vọt cho các doanh nghiệp liên quan đến Internet.",Kinh doanh
"Apple vượt Microsoft, giành lại ngôi công ty giá trị nhất thế giới
Apple lấy lại vị trí số một về vốn hóa sau 5 tháng bị Microsoft vượt lên, khi cổ phiếu tăng giá nhờ tính năng AI mới công bố.
Chốt phiên giao dịch 13/6, cổ phiếu Apple tăng 0,5% lên 214 USD. Vốn hóa Táo Khuyết nhờ đó đạt 3.290 tỷ USD.
Trong khi đó, vốn hóa Microsoft đứng yên, 3.280 tỷ USD, khi cổ phiếu chỉ tăng 0,1%. Nhờ đó, Apple lấy lại ngôi công ty giá trị nhất thế giới, sau 5 tháng bị đại gia phần mềm Mỹ vượt lên.
Cổ phiếu Táo Khuyết liên tục tăng vài phiên qua, sau khi hãng công bố nhiều tính năng AI mới, được kỳ vọng giúp nhu cầu iPhone tăng tốc trở lại.
Tại sự kiện thường niên hôm 10/6, Apple công bố các cải tiến với trợ lý ảo Siri, như trả lời được nhiều câu hỏi hơn và thực hiện nhiều tác phụ phức tạp hơn. Họ cũng bổ sung bộ tính năng AI Apple Intelligence trên các ứng dụng, có thể tự nhận diện thông báo, tin nhắn quan trọng, tổng hợp nội dung email, viết lại đoạn văn hay xóa vật thể trong ảnh.
Sau sự kiện này, hàng loạt nhà phân tích đã nâng dự báo giá cổ phiếu Apple. Một số cho rằng các tính năng mới này có thể tạo ra làn sóng sản phẩm Táo Khuyết, khi công ty này chuẩn bị ra mắt iPhone mới vào mùa thu.
Diễn biến mới nhất cũng cho thấy cuộc đua vốn hóa của 3 công ty giá trị nhất thế giới ngày càng khốc liệt. Hồi tháng 1, Microsoft vượt Apple để giành ngôi đầu. Tuần trước, Nvidia cũng vượt Táo Khuyết để lên vị trí thứ hai.
Từ đầu năm, cổ phiếu Microsoft tăng 19%. Tốc độ này của Apple là 15% và Nvidia trước khi chia tách cổ phiếu đầu tháng này là 160%.
Microsoft và Nvidia đều hưởng lợi lớn nhờ cơn sốt AI toàn cầu. Trong khi đó, Apple được đánh giá là chậm chân hơn trong cuộc đua này.",Kinh doanh
"Người Việt chi hàng chục tỷ mỗi tháng mua iPhone qua livestream TikTok
Doanh số iPhone tháng 5 trên TikTok Shop đạt 84,8 tỷ đồng, tăng 4 lần so tháng trước, là nguyên nhân Apple yêu cầu nhà bán lẻ dừng kinh doanh trên nền tảng này.
Dữ liệu thống kê bởi Công ty tư vấn thương mại điện tử YouNet ECI (Công ty phân tích dữ liệu và tư vấn thương mại điện tử thành lập năm 2021, trụ sở tại TP HCM) cho biết tổng giá trị giao dịch các dòng điện thoại iPhone trên nền tảng TikTok tháng qua tăng trưởng đến 307% so với tháng 4.
Trong đó, top 3 gian hàng dẫn đầu doanh số lần lượt là FPT Shop, Viettel Store và Di Động Việt. Ba gian hàng này chiếm tổng cộng đến 86,7% thị phần iPhone bán ra trên kênh thương mại điện tử này.
Chia theo từng nhà bán lẻ, có 1.922 chiếc iPhone bán ra từ gian hàng FPT Shop, tăng doanh thu 240% so với tháng 4. Viettel Store và Di Động Việt lần lượt bán ra 576 và 453 chiếc trên TikTok Shop trong cùng thời gian.
Tính chung 5 tháng đầu năm, các sản phẩm của Apple (bao gồm Iphone, Macbook, Ipad, Airpods, Apple Watch) đang bán khá tốt trên TikTok Shop, theo nền tảng số liệu thị trường thương mại điện tử Metric.
Cụ thể, chúng mang về cho các đại lý gần 203 tỷ đồng, tăng kỷ lục 955% doanh thu so với cùng kỳ năm ngoái. Đồng thời, chỉ chưa đến nửa năm, doanh số đã đạt hơn 83% so với toàn năm 2023. Trong đó, Iphone 15 là các dòng sản phẩm bán chạy nhất trên nền tảng này, theo Metric.",Kinh doanh
"Thủ tướng yêu cầu tăng cường thanh tra hoạt động livestream bán hàng. Bộ Tài chính được giao nhiệm vụ thanh tra và kiểm tra hoạt động này. Các cá nhân vi phạm sẽ bị xử lý theo quy định. Công điện do Thủ tướng Phạm Minh Chính ký ngày 6/6 đã đưa ra các yêu cầu này. Hoạt động bán hàng qua livestream, đặc biệt trên các sàn thương mại điện tử, đang ngày càng phổ biến.
Để tiến hành siết chặt quản lý thuế đối với loại hình này, Thủ tướng yêu cầu Bộ Tài chính tăng cường thanh tra và kiểm tra. Trong trường hợp phát hiện cá nhân hoặc tổ chức bán hàng, nhận hoa hồng từ quảng cáo, bán hàng vi phạm pháp luật, Thủ tướng yêu cầu chuyển hồ sơ sang cơ quan chức năng để xử lý.
Livestream bán hàng đã mang lại doanh thu lớn cho người bán và người được thuê để thực hiện livestream. Trong phiên chất vấn Quốc hội vào ngày 4/6, có đại biểu nhắc đến sự phổ biến của livestream bán hàng trên mạng xã hội, với doanh thu lên đến hàng trăm tỷ mỗi ngày. Bộ trưởng Công Thương Nguyễn Hồng Diên đã thừa nhận rằng lĩnh vực thương mại điện tử là một lĩnh vực khó quản.
Theo Luật Thuế thu nhập cá nhân, thu nhập từ hoạt động này phải chịu thuế. Các cá nhân có thu nhập từ 100 triệu đồng một năm trở lên phải kê khai và nộp thuế.
Tổng cục Thuế cho biết, hiện đã có một số cá nhân có thu nhập hàng chục tỷ đồng từ hoạt động livestream bán hàng tự nguyện đăng ký, kê khai và nộp thuế, trong đó có những người đã nộp thuế vào ngân sách hàng tỷ đồng.
Theo dự báo của công ty tư vấn McKinsey & Company, việc mua sắm trực tiếp qua livestream có thể giúp tăng 20% tổng doanh số bán hàng thương mại điện tử vào đầu năm 2026.
Ngoài livestream bán hàng, hoạt động thương mại điện tử đã có sự phát triển mạnh mẽ trong những năm qua, đóng vai trò quan trọng trong việc phân phối sản phẩm và đáp ứng nhu cầu của người tiêu dùng. Lĩnh vực này cũng đóng góp vào việc phát triển các dịch vụ tài chính và thanh toán điện tử.
Tuy nhiên, theo Thủ tướng, sự phát triển nhanh chóng cũng đặt ra thách thức về quản lý, giám sát và bảo vệ quyền lợi của người tiêu dùng trước tình trạng hàng giả, hàng kém chất lượng và vấn đề quản lý thuế.
Do đó, lãnh đạo Chính phủ yêu cầu các bộ ngành cải tiến việc quản lý trong lĩnh vực thương mại điện tử và kinh doanh trên nền tảng số. Bộ Công Thương đã được giao nhiệm vụ rà soát các quy định về quản lý thương mại điện tử và xử phạt vi phạm hành chính đối với sản xuất, mua bán hàng giả và hàng cấm, đồng thời bảo vệ quyền lợi của người tiêu dùng. Bộ Tài chính cùng các bộ ngành khác đều đang nghiên cứu các biện pháp giảm thủ tục để tạo điều kiện thuận lợi hơn cho người dân trong việc kê khai và nộp thuế, đồng thời chống lại thất thu thuế và xử lý nghiêm các vi phạm về thuế và hải quan trong thương mại điện tử. Ngành tài chính cũng được giao nhiệm vụ xây dựng và kết nối cơ sở dữ liệu quản lý thuế với các bộ ngành khác như công an và ngân hàng, nhằm định danh và xác thực cá nhân cũng như tổ chức, nhằm kiểm soát việc gian lận và trốn thuế.
Thủ tướng đã giao Ngân hàng Nhà nước tăng cường kiểm tra và giám sát các giao dịch thanh toán điện tử, hỗ trợ hoạt động thương mại điện tử. Các tổ chức tín dụng và các nhà cung cấp dịch vụ trung gian thanh toán cũng được yêu cầu hỗ trợ quản lý thuế bằng việc cung cấp thông tin về các nhà cung cấp nước ngoài không có cơ sở tại Việt Nam, cũng như các tổ chức và cá nhân có thu nhập từ các nền tảng vượt quốc gia.",Kinh doanh
"Phim của vợ chồng Anh Tú, Diệu Nhi vượt 100 tỷ đồng
Gặp lại chị Bầu - phim hài Diệu Nhi, Anh Tú đóng chính - đạt 105 tỷ đồng sau khi phát hành ở nước ngoài.
Sáng 17/6, đại diện nhà sản xuất cho biết sau khi ra mắt ở Australia từ giữa tháng 5, doanh thu thị trường quốc tế và chiếu trực tuyến của phim là hơn 13 tỷ đồng. Trong nước, phim đạt gần 93 tỷ đồng, theo Box Office Vietnam - đơn vị quan sát phòng vé độc lập. Tác phẩm là dự án thứ hai vượt 100 tỷ đồng của đạo diễn Nhất Trung, sau Cua lại vợ bầu (192 tỷ đồng, năm 2019).
Gặp lại chị Bầu là phim Việt thứ ba chạm mốc trăm tỷ trong năm, sau Mai (Trấn Thành) - 520 tỷ đồng và Lật mặt 7 (Lý Hải) - 477 tỷ đồng. Phim xếp thứ sáu trong danh sách các dự án ăn khách nhất rạp Việt từ đầu năm đến nay. Sau Australia, tác phẩm tiếp tục chiếu tại Mỹ, châu Âu và một số nước Đông Nam Á.
Nhất Trung xúc động khi phim đạt thành tích mới. Thời gian qua, anh được nhiều khán giả cho biết khóc vì tác phẩm gợi ký ức về tình bạn, tình mẫu tử. Đạo diễn lấy cảm hứng làm phim sau một lần anh nghe mẹ thổ lộ thời trẻ vốn có nhiều ước mơ, song phải từ bỏ khi sinh con. Phim hướng đến thông điệp: Ai cũng có một tuổi trẻ nhiều khát khao, còn gia đình là mái ấm luôn đón chờ mỗi người trở về.
Ra rạp dịp Tết Giáp Thìn, phim xoay quanh Phúc (Anh Tú) - thanh niên mồ côi, sống bấp bênh, đam mê diễn xuất. Sau một sự cố, anh tình cờ trở lại quá khứ - năm 1997, gặp gỡ Huyền (Diệu Nhi) và chuyển đến sống tại xóm trọ của cô. Huyền phát hiện mang bầu song không tiết lộ cha đứa bé, quyết định làm mẹ đơn thân. Suốt thời gian khó khăn, Phúc, nhóm bạn thân và Lê - bà chủ xóm trọ (Lê Giang) trở thành chỗ dựa cho cô. Tác phẩm đánh dấu lần trở lại điện ảnh của Anh Tú sau Siêu lừa gặp siêu lầy (đạo diễn Võ Thanh Hòa), phim từng đạt 121 tỷ đồng năm 2023.",Giải trí
